"date","new_case","total_case","new_death","total_death","Population","year","weeknum"
2021-12-14,2862,2174753,37,21203,68977400,NA,NA
2021-12-15,3370,2178123,29,21232,68977400,NA,NA
2021-12-16,3684,2181807,26,21258,68977400,NA,NA
2021-12-17,3537,2185344,41,21299,68977400,NA,NA
2021-12-18,3132,2188476,28,21327,68977400,NA,NA
2021-12-19,2899,2191375,22,21349,68977400,NA,NA
2021-12-20,2525,2193900,31,21380,68977400,NA,NA
2021-12-21,2476,2196376,32,21412,68977400,NA,NA
2021-12-22,2532,2198908,31,21443,68977400,NA,NA
2021-12-23,2940,2201848,30,21473,68977400,NA,NA
2021-12-24,2671,2204519,27,21500,68977400,NA,NA
2021-12-25,2766,2207285,30,21530,68977400,NA,NA
2021-12-26,2532,2209817,22,21552,68977400,NA,NA
2021-12-27,2437,2212254,18,21570,68977400,NA,NA
2021-12-28,2285,2214539,60,21630,68977400,NA,NA
2021-12-29,2575,2217114,17,21647,68977400,NA,NA
2021-12-30,3037,2220151,25,21672,68977400,NA,NA
2021-12-31,3111,2223262,26,21698,68977400,NA,NA
2022-01-01,3011,2226273,10,21708,68977400,NA,NA
2022-01-02,3112,2229385,12,21720,68977400,NA,NA
2022-01-03,2927,2232312,18,21738,68977400,NA,NA
2022-01-04,3091,2235403,12,21750,68977400,NA,NA
2022-01-05,3899,2239302,19,21769,68977400,NA,NA
2022-01-06,5775,2245077,11,21780,68977400,NA,NA
2022-01-07,7526,2252603,19,21799,68977400,NA,NA
2022-01-08,8263,2260866,14,21813,68977400,NA,NA
2022-01-09,8511,2269377,12,21825,68977400,NA,NA
2022-01-10,7926,2277303,13,21838,68977400,NA,NA
2022-01-11,7133,2284436,12,21850,68977400,NA,NA
2022-01-12,7681,2292117,19,21869,68977400,NA,NA
2022-01-13,8167,2300284,14,21883,68977400,NA,NA
2022-01-14,8158,2308442,15,21898,68977400,NA,NA
2022-01-15,7793,2316235,18,21916,68977400,NA,NA
2022-01-16,8077,2324312,9,21925,68977400,NA,NA
2022-01-17,6929,2331241,13,21938,68977400,NA,NA
2022-01-18,6397,2337638,18,21956,68977400,NA,NA
2022-01-19,7122,2344760,12,21968,68977400,NA,NA
2022-01-20,8129,2352889,19,21987,68977400,NA,NA
2022-01-21,8640,2361529,13,22000,68977400,NA,NA
2022-01-22,8112,2369641,19,22019,68977400,NA,NA
2022-01-23,7686,2377327,13,22032,68977400,NA,NA
2022-01-24,7139,2384466,13,22045,68977400,NA,NA
2022-01-25,6718,2391184,12,22057,68977400,NA,NA
2022-01-26,7587,2398771,19,22076,68977400,NA,NA
2022-01-27,8078,2406849,22,22098,68977400,NA,NA
2022-01-28,8450,2415299,28,22126,68977400,NA,NA
2022-01-29,8618,2423917,19,22145,68977400,NA,NA
2022-01-30,8444,2432361,12,22157,68977400,NA,NA
2022-01-31,8008,2440369,16,22173,68977400,NA,NA
2022-02-01,7422,2447791,12,22185,68977400,NA,NA
2022-02-02,8587,2456378,22,22207,68977400,NA,NA
2022-02-03,9172,2465550,21,22228,68977400,NA,NA
2022-02-04,9909,2475459,22,22250,68977400,NA,NA
2022-02-05,10490,2485949,21,22271,68977400,NA,NA
2022-02-06,10879,2496828,20,22291,68977400,NA,NA
2022-02-07,10470,2507298,12,22303,68977400,NA,NA
2022-02-08,10398,2517696,17,22320,68977400,NA,NA
2022-02-09,13182,2530878,24,22344,68977400,NA,NA
2022-02-10,14822,2545700,20,22364,68977400,NA,NA
2022-02-11,15242,2560942,23,22387,68977400,NA,NA
2022-02-12,16330,2577272,25,22412,68977400,NA,NA
2022-02-13,15882,2593154,24,22436,68977400,NA,NA
2022-02-14,14900,2608054,26,22462,68977400,NA,NA
2022-02-15,14373,2622427,27,22489,68977400,NA,NA
2022-02-16,16462,2638889,27,22516,68977400,NA,NA
2022-02-17,17349,2656238,22,22538,68977400,NA,NA
2022-02-18,18066,2674304,27,22565,68977400,NA,NA
2022-02-19,18885,2693189,29,22594,68977400,NA,NA
2022-02-20,18953,2712142,30,22624,68977400,NA,NA
2022-02-21,18883,2731025,32,22656,68977400,NA,NA
2022-02-22,18363,2749388,35,22691,68977400,NA,NA
2022-02-23,21232,2770620,39,22730,68977400,NA,NA
2022-02-24,23557,2794177,38,22768,68977400,NA,NA
2022-02-25,24932,2819109,41,22809,68977400,NA,NA
2022-02-26,25615,2844724,40,22849,68977400,NA,NA
2022-02-27,24719,2869443,42,22891,68977400,NA,NA
2022-02-28,22311,2891754,42,22933,68977400,NA,NA
2022-03-01,20420,2912174,43,22976,68977400,NA,NA
2022-03-02,22197,2934371,45,23021,68977400,NA,NA
2022-03-03,23618,2957989,49,23070,68977400,NA,NA
2022-03-04,23834,2981823,54,23124,68977400,NA,NA
2022-03-05,22818,3004641,52,23176,68977400,NA,NA
2022-03-06,21881,3026522,59,23235,68977400,NA,NA
2022-03-07,21162,3047684,65,23300,68977400,NA,NA
2022-03-08,18943,3066627,69,23369,68977400,NA,NA
2022-03-09,22073,3088700,69,23438,68977400,NA,NA
2022-03-10,22984,3111684,74,23512,68977400,NA,NA
2022-03-11,24792,3136476,63,23575,68977400,NA,NA
2022-03-12,24592,3161068,68,23643,68977400,NA,NA
2022-03-13,23584,3184652,66,23709,68977400,NA,NA
2022-03-14,22130,3206782,69,23778,68977400,NA,NA
2022-03-15,19742,3226524,70,23848,68977400,NA,NA
2022-03-16,23945,3250469,70,23918,68977400,NA,NA
2022-03-17,25456,3275925,77,23995,68977400,NA,NA
2022-03-18,27071,3302996,80,24075,68977400,NA,NA
2022-03-19,25804,3328800,87,24162,68977400,NA,NA
2022-03-20,24996,3353796,84,24246,68977400,NA,NA
2022-03-21,23441,3377237,88,24334,68977400,NA,NA
2022-03-22,21382,3398619,83,24417,68977400,NA,NA
2022-03-23,25164,3423783,78,24495,68977400,NA,NA
2022-03-24,27024,3450807,82,24577,68977400,NA,NA
2022-03-25,26050,3476857,69,24646,68977400,NA,NA
2022-03-26,26234,3503091,67,24713,68977400,NA,NA
2022-03-27,25821,3528912,84,24797,68977400,NA,NA
2022-03-28,24635,3553547,81,24878,68977400,NA,NA
2022-03-29,21678,3575225,78,24956,68977400,NA,NA
2022-03-30,25389,3600614,87,25043,68977400,NA,NA
2022-03-31,27560,3628174,85,25128,68977400,NA,NA
2022-04-01,28379,3656553,92,25220,68977400,NA,NA
2022-04-02,28029,3684582,96,25316,68977400,NA,NA
2022-04-03,26840,3711422,97,25413,68977400,NA,NA
2022-04-04,24892,3736314,97,25510,68977400,NA,NA
2022-04-05,21088,3757402,91,25601,68977400,NA,NA
2022-04-06,24252,3781654,94,25695,68977400,NA,NA
2022-04-07,26081,3807735,91,25786,68977400,NA,NA
2022-04-08,25140,3832875,89,25875,68977400,NA,NA
2022-04-09,25298,3858173,98,25973,68977400,NA,NA
2022-11-28,4409086,4707011,35687,33180,68977400,155694,3604
