"jhu_ID","date","update","cases","new_cases","deaths","new_deaths","recovered","new_recovered","country","last_update"
"Chad",2020-06-30,161,866,88,74,9,781,290,"Chad",NA
"Andorra",2020-06-30,161,855,91,52,1,799,105,"Andorra",NA
"Libya",2020-06-30,161,824,668,24,19,209,157,"Libya",NA
"Eswatini",2020-06-30,161,812,527,11,9,408,219,"Eswatini",NA
"Liberia",2020-06-30,161,770,490,36,9,324,167,"Liberia",NA
"SaoTomeandPrincipe",2020-06-30,161,714,231,13,1,236,168,"Sao Tome and Principe",NA
"SanMarino",2020-06-30,161,713,26,42,0,656,299,"San Marino",NA
"DiamondPrincess",2020-06-30,161,712,0,13,0,651,0,"Diamond Princess Cruise Ship",NA
"Jamaica",2020-06-30,161,702,116,10,1,553,242,"Jamaica",NA
"Malta",2020-06-30,161,670,52,9,0,640,106,"Malta",NA
"Togo",2020-06-30,161,650,208,14,1,402,191,"Togo",NA
"Zimbabwe",2020-06-30,161,591,413,7,3,162,133,"Zimbabwe",NA
"Montenegro",2020-06-30,161,548,224,12,3,315,0,"Montenegro",NA
"Suriname",2020-06-30,161,515,492,13,12,227,218,"Suriname",NA
"Tanzania",2020-06-30,161,509,0,21,0,183,0,"Tanzania, United Republic of",NA
"Taiwan",2020-06-30,161,447,5,7,0,437,14,"Taiwan",NA
"Vietnam",2020-06-30,161,355,27,0,0,335,56,"Vietnam",NA
"Mauritius",2020-06-30,161,341,6,10,0,326,4,"Mauritius",NA
"Comoros",2020-06-30,161,303,197,7,5,200,174,"Comoros",NA
"Burma",2020-06-30,161,299,75,6,0,222,84,"Burma",NA
"Angola",2020-06-30,161,284,198,13,9,93,75,"Angola",NA
"Syria",2020-06-30,161,279,157,9,4,105,59,"Syria",NA
"Guyana",2020-06-30,161,245,92,12,0,114,44,"Guyana",NA
"Botswana",2020-06-30,161,227,192,1,0,28,8,"Botswana",NA
"Mongolia",2020-06-30,161,220,41,0,0,176,132,"Mongolia",NA
"Namibia",2020-06-30,161,205,181,0,0,24,10,"Namibia",NA
"Eritrea",2020-06-30,161,203,164,0,0,53,14,"Eritrea",NA
"Burundi",2020-06-30,161,170,107,1,0,115,82,"Burundi",NA
"Brunei",2020-06-30,161,141,0,3,1,138,0,"Brunei",NA
"Cambodia",2020-06-30,161,141,16,0,0,130,7,"Cambodia",NA
"TrinidadandTobago",2020-06-30,161,130,13,8,0,113,5,"Trinidad and Tobago",NA
"Bahamas",2020-06-30,161,104,2,11,0,87,39,"The Bahamas",NA
"Monaco",2020-06-30,161,103,4,4,0,95,5,"Monaco",NA
"Barbados",2020-06-30,161,97,5,7,0,90,14,"Barbados",NA
"Liechtenstein",2020-06-30,161,83,4,1,0,81,0,"Liechtenstein",NA
"Seychelles",2020-06-30,161,81,70,0,0,11,0,"Seychelles",NA
"Bhutan",2020-06-30,161,77,34,0,0,48,42,"Bhutan",NA
"AntiguaandBarbuda",2020-06-30,161,69,43,3,0,22,3,"Antigua and Barbuda",NA
"Gambia",2020-06-30,161,49,24,2,1,27,7,"The Gambia",NA
"Macao",2020-06-30,161,46,1,0,0,45,0,"Macao",NA
"SaintVincentandtheGrenadines",2020-06-30,161,29,3,0,0,29,14,"Saint Vincent and the Grenadines",NA
"Lesotho",2020-06-30,161,27,25,0,0,4,3,"Lesotho",NA
"Belize",2020-06-30,161,24,6,2,0,18,2,"Belize",NA
"TimorLeste",2020-06-30,161,24,0,0,0,24,0,"Timor-Leste",NA
"Grenada",2020-06-30,161,23,0,0,0,23,5,"Grenada",NA
"Laos",2020-06-30,161,19,0,0,0,19,3,"Lao People's Democratic Republic",NA
"SaintLucia",2020-06-30,161,19,1,0,0,19,1,"Saint Lucia",NA
"Dominica",2020-06-30,161,18,2,0,0,18,2,"Dominica",NA
"Fiji",2020-06-30,161,18,0,0,0,18,3,"Fiji",NA
"SaintKittsandNevis",2020-06-30,161,15,0,0,0,15,0,"Saint Kitts and Nevis",NA
"HolySee",2020-06-30,161,12,0,0,0,12,10,"Holy See (Vatican City)",NA
"PapuaNewGuinea",2020-06-30,161,11,3,0,0,8,0,"Papua New Guinea",NA
"MSZaandam",2020-06-30,161,9,0,2,0,0,0,"MS Zaandam Cruise Ship",NA
"US",2020-07-31,192,4566406,1923922,153828,26463,1438160,717529,"USA",NA
"Brazil",2020-07-31,192,2670451,1257782,92728,32936,2008854,1220536,"Brazil",NA
"India",2020-07-31,192,1695988,1110507,36511,19111,1094374,746462,"India",NA
"Russia",2020-07-31,192,838461,191532,13939,4633,637217,225244,"Russia",NA
"SouthAfrica",2020-07-31,192,493183,341974,8005,5348,326171,252628,"South Africa",NA
"Mexico",2020-07-31,192,424637,198548,46688,18919,327115,168875,"Mexico",NA
"Peru",2020-07-31,192,407492,122279,55982,18084,283915,109380,"Peru",NA
"Chile",2020-07-31,192,355667,76274,9457,3769,328327,87098,"Chile",NA
"UnitedKingdom",2020-07-31,192,304793,19577,41274,795,1439,69,"UK",NA
"Iran",2020-07-31,192,304204,76542,16766,5949,263519,74761,"Iran (Islamic Republic of)",NA
"Colombia",2020-07-31,192,295508,197662,10105,6771,154387,114366,"Colombia",NA
"Spain",2020-07-31,192,288522,39251,28445,90,150376,0,"Spain",NA
"Pakistan",2020-07-31,192,278305,64835,5951,1556,247177,146375,"Pakistan",NA
"SaudiArabia",2020-07-31,192,275905,85082,2866,1217,235658,104892,"Saudi Arabia",NA
"Italy",2020-07-31,192,247537,6959,35141,374,199974,9726,"Italy",NA
"Bangladesh",2020-07-31,192,237661,92178,3111,1264,135136,75512,"Bangladesh",NA
"Turkey",2020-07-31,192,230873,30967,5691,560,214535,41424,"Turkey",NA
"France",2020-07-31,192,227239,22995,30268,436,81764,5365,"France",NA
"Germany",2020-07-31,192,210399,14981,9147,158,191992,13892,"Germany",NA
"Argentina",2020-07-31,192,191302,126772,3543,2236,83780,61752,"Argentina",NA
"Iraq",2020-07-31,192,124609,75500,4741,2798,87434,62674,"Iraq",NA
"Canada",2020-07-31,192,118297,12268,9025,245,102906,33786,"Canada",NA
"Qatar",2020-07-31,192,110695,14607,174,61,107377,25813,"Qatar",NA
"Indonesia",2020-07-31,192,108376,51991,5131,2255,65907,41101,"Indonesia",NA
"Egypt",2020-07-31,192,94078,25767,4805,1852,39638,21178,"Egypt",NA
"Philippines",2020-07-31,192,93354,55840,2023,757,65178,54945,"Philippines",NA
"Kazakhstan",2020-07-31,192,90367,68059,793,605,60825,49904,"Kazakhstan",NA
"Ecuador",2020-07-31,192,85355,28923,5702,1175,36044,8450,"Ecuador",NA
"China",2020-07-31,192,84337,803,4634,0,78990,510,"Mainland China",NA
"Oman",2020-07-31,192,79159,39089,421,245,61421,37996,"Oman",NA
"Sweden",2020-07-31,192,77076,9152,5743,410,0,0,"Sweden",NA
"Bolivia",2020-07-31,192,76789,43570,2977,1854,23582,14242,"Bolivia",NA
"Israel",2020-07-31,192,71734,46296,564,237,47225,30490,"Israel",NA
"Ukraine",2020-07-31,192,71404,26150,1717,544,39945,20153,"Ukraine",NA
"DominicanRepublic",2020-07-31,192,69649,37081,1160,413,36470,18890,"Dominican Republic",NA
"Belgium",2020-07-31,192,68751,7324,9841,94,17546,562,"Belgium",NA
"Belarus",2020-07-31,192,67808,5690,559,167,62444,16390,"Belarus",NA
"Kuwait",2020-07-31,192,66957,20762,447,93,57932,20902,"Kuwait",NA
"Panama",2020-07-31,192,65256,31706,1421,790,39166,23421,"Panama",NA
"UnitedArabEmirates",2020-07-31,192,60506,11839,351,36,53909,16343,"United Arab Emirates",NA
"Netherlands",2020-07-31,192,54590,4107,6166,57,200,14,"Netherlands",NA
"Singapore",2020-07-31,192,52205,8298,27,1,46491,7991,"Singapore",NA
"Portugal",2020-07-31,192,51072,8931,1735,159,36483,8978,"Portugal",NA
"Romania",2020-07-31,192,50886,23916,2343,692,27007,7957,"Romania",NA
"Guatemala",2020-07-31,192,49789,31693,1924,1151,36816,33622,"Guatemala",NA
"Poland",2020-07-31,192,45688,11295,1716,253,33987,12706,"Poland",NA
"Nigeria",2020-07-31,192,43151,17457,879,289,19565,9819,"Nigeria",NA
"Honduras",2020-07-31,192,42014,22456,1337,840,5554,3494,"Honduras",NA
"Bahrain",2020-07-31,192,40982,14224,147,60,37840,16509,"Bahrain",NA
"Armenia",2020-07-31,192,38550,13008,738,295,28997,14949,"Armenia",NA
"Afghanistan",2020-07-31,192,36628,5183,1275,536,25509,11378,"Afghanistan",NA
"Japan",2020-07-31,192,36256,17651,1013,39,24774,8316,"Japan",NA
"Kyrgyzstan",2020-07-31,192,35805,30299,1378,1317,25037,22594,"Kyrgyzstan",NA
"Ghana",2020-07-31,192,35501,17760,182,70,32096,18828,"Ghana",NA
"Switzerland",2020-07-31,192,35232,3518,1827,18,31100,1900,"Switzerland",NA
"Azerbaijan",2020-07-31,192,31878,14354,448,235,25882,16167,"Azerbaijan",NA
"Algeria",2020-07-31,192,30394,16487,1210,298,20537,10640,"Algeria",NA
"Ireland",2020-07-31,192,26065,592,1763,32,23364,0,"Ireland",NA
"Serbia",2020-07-31,192,25552,10988,573,296,0,2902,"Serbia",NA
"Moldova",2020-07-31,192,24733,8120,778,233,17269,7887,"Moldova, Republic of",NA
"Morocco",2020-07-31,192,24322,11789,353,125,17658,8738,"Morocco",NA
"Uzbekistan",2020-07-31,192,24009,15506,141,115,14464,8782,"Uzbekistan",NA
"Austria",2020-07-31,192,21130,3364,718,14,18758,2280,"Austria",NA
"Kenya",2020-07-31,192,20636,14270,341,193,8165,6126,"Kenya",NA
"Nepal",2020-07-31,192,19771,6207,56,27,14399,11205,"Nepal",NA
"Venezuela",2020-07-31,192,18574,12742,164,113,10421,8772,"Venezuela",NA
"CostaRica",2020-07-31,192,17820,14361,150,134,4404,2968,"Costa Rica",NA
"Ethiopia",2020-07-31,192,17530,11684,274,171,6950,4520,"Ethiopia",NA
"Australia",2020-07-31,192,17280,9360,201,97,9983,2949,"Australia",NA
"Cameroon",2020-07-31,192,17255,4663,391,78,15320,5220,"Cameroon",NA
"ElSalvador",2020-07-31,192,16632,10194,448,274,8362,4592,"El Salvador",NA
"Czechia",2020-07-31,192,16574,4620,382,38,11569,3798,"Czech Republic",NA
"CotedIvoire",2020-07-31,192,16047,6548,102,34,11428,7155,"Cote d'Ivoire",NA
"RepublicofKorea",2020-07-31,192,14336,1486,301,19,13233,1620,"Republic of Korea",NA
"Denmark",2020-07-31,192,14028,1060,615,10,12780,931,"Denmark",NA
"BosniaandHerzegovina",2020-07-31,192,11876,7423,339,153,5959,3557,"Bosnia and Herzegovina",NA
"WestBankandGaza",2020-07-31,192,11837,9409,82,74,5077,4626,"West Bank and Gaza",NA
"Bulgaria",2020-07-31,192,11690,6701,383,153,6319,3643,"Bulgaria",NA
"Sudan",2020-07-31,192,11579,2207,746,174,6119,2105,"Sudan",NA
"Madagascar",2020-07-31,192,10868,8654,106,86,7807,6813,"Madagascar",NA
"NorthMacedonia",2020-07-31,192,10754,4420,486,184,6554,4079,"North Macedonia",NA
"Senegal",2020-07-31,192,10232,3439,205,93,6776,2345,"Senegal",NA
"Norway",2020-07-31,192,9240,361,255,5,8752,614,"Norway",NA
"DemocraticRepublicoftheCongo",2020-07-31,192,9070,2031,215,45,6796,5370,"Democratic Republic of the Congo",NA
"Malaysia",2020-07-31,192,8976,337,125,4,8643,290,"Malaysia",NA
"Kosovo",2020-07-31,192,8330,5531,227,178,4578,3072,"Kosovo",NA
"Finland",2020-07-31,192,7432,226,329,2,6950,350,"Finland",NA
"Haiti",2020-07-31,192,7378,1531,159,55,4606,3675,"Haiti",NA
"Tajikistan",2020-07-31,192,7366,1466,60,8,6193,1687,"Tajikistan",NA
"Gabon",2020-07-31,192,7352,1958,49,7,4943,2523,"Gabon",NA
"Guinea",2020-07-31,192,7308,1917,46,13,6458,2132,"Guinea",NA
"Luxembourg",2020-07-31,192,6695,2396,114,4,5192,1194,"Luxembourg",NA
"Mauritania",2020-07-31,192,6310,1947,157,28,4962,3340,"Mauritania",NA
"Zambia",2020-07-31,192,5963,4369,151,127,3803,2474,"Zambia",NA
"Paraguay",2020-07-31,192,5338,3117,49,32,3548,2459,"Paraguay",NA
"Albania",2020-07-31,192,5276,2741,157,95,2952,1493,"Albania",NA
"Croatia",2020-07-31,192,5139,2362,145,38,4267,2112,"Croatia",NA
"Djibouti",2020-07-31,192,5084,402,58,4,4999,475,"Djibouti",NA
"EquatorialGuinea",2020-07-31,192,4821,2820,83,51,2182,1667,"Equatorial Guinea",NA
"CentralAfricanRepublic",2020-07-31,192,4608,863,59,12,1606,819,"Central African Republic",NA
"Lebanon",2020-07-31,192,4555,2777,61,27,1761,578,"Lebanon",NA
"Hungary",2020-07-31,192,4505,350,596,11,3353,661,"Hungary",NA
"Greece",2020-07-31,192,4477,1068,206,14,1374,0,"Greece",NA
"Malawi",2020-07-31,192,4078,2854,114,100,1875,1615,"Malawi",NA
"Maldives",2020-07-31,192,3793,1432,16,7,2607,663,"Maldives",NA
"Nicaragua",2020-07-31,192,3672,1153,116,33,2492,1254,"Nicaragua",NA
"Libya",2020-07-31,192,3621,2797,74,53,618,409,"Libya",NA
"Thailand",2020-07-31,192,3310,141,58,0,3125,69,"Thailand",NA
"HongKong",2020-07-31,192,3272,2067,27,20,1751,653,"Hong Kong",NA
"Somalia",2020-07-31,192,3212,288,93,3,1562,652,"Somalia",NA
"Congo",2020-07-31,192,3200,2113,54,17,829,373,"Republic of the Congo",NA
"Zimbabwe",2020-07-31,192,3169,2578,67,60,1004,842,"Zimbabwe",NA
"Montenegro",2020-07-31,192,3073,2525,48,36,1005,690,"Montenegro",NA
"SriLanka",2020-07-31,192,2815,768,11,0,2391,680,"Sri Lanka",NA
"Eswatini",2020-07-31,192,2648,1836,41,30,1214,806,"Eswatini",NA
"Cuba",2020-07-31,192,2608,267,87,1,2355,141,"Cuba",NA
"Mali",2020-07-31,192,2535,354,124,8,1937,463,"Mali",NA
"CapeVerde",2020-07-31,192,2451,1224,23,8,1824,1195,"Cape Verde",NA
"SouthSudan",2020-07-31,192,2322,315,46,8,1175,896,"South Sudan",NA
"Slovakia",2020-07-31,192,2292,625,29,1,1695,231,"Slovakia",NA
"Slovenia",2020-07-31,192,2156,556,119,8,1797,413,"Slovenia",NA
"Namibia",2020-07-31,192,2129,1924,10,10,166,142,"Namibia",NA
"Lithuania",2020-07-31,192,2069,257,63,2,1655,130,"Lithuania",NA
"Estonia",2020-07-31,192,2064,75,69,0,1930,101,"Estonia",NA
"Rwanda",2020-07-31,192,2022,997,5,3,1106,659,"Rwanda",NA
"GuineaBissau",2020-07-31,192,1981,327,26,2,803,486,"Guinea-Bissau",NA
"Iceland",2020-07-31,192,1885,61,10,0,1825,39,"Iceland",NA
"Mozambique",2020-07-31,192,1864,975,11,5,641,409,"Mozambique",NA
"SierraLeone",2020-07-31,192,1823,361,67,7,1362,388,"Sierra Leone",NA
"Benin",2020-07-31,192,1805,606,36,15,1036,703,"Benin",NA
"Yemen",2020-07-31,192,1728,570,493,181,862,374,"Yemen",NA
"Suriname",2020-07-31,192,1650,1135,26,13,1080,853,"Suriname",NA
"NewZealand",2020-07-31,192,1562,34,22,0,1518,34,"New Zealand",NA
"Tunisia",2020-07-31,192,1535,361,50,0,1195,164,"Tunisia",NA
"Uruguay",2020-07-31,192,1264,328,35,8,994,170,"Uruguay",NA
"Latvia",2020-07-31,192,1231,113,32,2,1052,78,"Latvia",NA
"Jordan",2020-07-31,192,1193,171,11,2,1084,202,"Jordan",NA
"Liberia",2020-07-31,192,1181,411,73,37,670,346,"Liberia",NA
"Georgia",2020-07-31,192,1168,240,17,2,940,146,"Georgia",NA
"Uganda",2020-07-31,192,1154,265,3,3,1028,322,"Uganda",NA
"Angola",2020-07-31,192,1148,864,52,39,437,344,"Angola",NA
"Niger",2020-07-31,192,1134,63,69,2,1028,85,"Niger",NA
"BurkinaFaso",2020-07-31,192,1106,144,53,0,935,97,"Burkina Faso",NA
"Cyprus",2020-07-31,192,1084,88,19,0,852,19,"Cyprus",NA
"Togo",2020-07-31,192,941,291,19,5,641,239,"Togo",NA
"Chad",2020-07-31,192,936,70,75,1,813,32,"Chad",NA
"Andorra",2020-07-31,192,925,70,52,0,807,8,"Andorra",NA
"Jamaica",2020-07-31,192,878,176,10,0,726,173,"Jamaica",NA
"SaoTomeandPrincipe",2020-07-31,192,871,157,15,2,778,542,"Sao Tome and Principe",NA
"Malta",2020-07-31,192,824,154,9,0,665,25,"Malta",NA
"Botswana",2020-07-31,192,804,577,2,1,63,35,"Botswana",NA
"Syria",2020-07-31,192,757,478,43,34,237,132,"Syria",NA
"SanMarino",2020-07-31,192,716,3,42,0,657,1,"San Marino",NA
"DiamondPrincess",2020-07-31,192,712,0,13,0,651,0,"Diamond Princess Cruise Ship",NA
"Lesotho",2020-07-31,192,604,577,13,13,144,140,"Lesotho",NA
"Bahamas",2020-07-31,192,574,470,14,3,91,4,"The Bahamas",NA
"Vietnam",2020-07-31,192,558,203,3,3,373,38,"Vietnam",NA
"Tanzania",2020-07-31,192,509,0,21,0,183,0,"Tanzania, United Republic of",NA
"Gambia",2020-07-31,192,498,449,9,7,68,41,"The Gambia",NA
"Taiwan",2020-07-31,192,467,20,7,0,440,3,"Taiwan",NA
"Guyana",2020-07-31,192,413,168,20,8,185,71,"Guyana",NA
"Burundi",2020-07-31,192,387,217,1,0,304,189,"Burundi",NA
"Comoros",2020-07-31,192,378,75,7,0,330,130,"Comoros",NA
"Burma",2020-07-31,192,353,54,6,0,296,74,"Burma",NA
"Mauritius",2020-07-31,192,344,3,10,0,332,6,"Mauritius",NA
"Mongolia",2020-07-31,192,291,71,0,0,230,54,"Mongolia",NA
"Eritrea",2020-07-31,192,279,76,0,0,225,172,"Eritrea",NA
"Cambodia",2020-07-31,192,239,98,0,0,164,34,"Cambodia",NA
"TrinidadandTobago",2020-07-31,192,169,39,8,0,132,19,"Trinidad and Tobago",NA
"Brunei",2020-07-31,192,141,0,3,0,138,0,"Brunei",NA
"Monaco",2020-07-31,192,120,17,4,0,105,10,"Monaco",NA
"Seychelles",2020-07-31,192,114,34,0,0,39,28,"Seychelles",NA
"Barbados",2020-07-31,192,110,13,7,0,96,6,"Barbados",NA
"Bhutan",2020-07-31,192,101,24,0,0,89,41,"Bhutan",NA
"AntiguaandBarbuda",2020-07-31,192,91,23,3,0,67,45,"Antigua and Barbuda",NA
"Liechtenstein",2020-07-31,192,89,6,1,0,85,6,"Liechtenstein",NA
"PapuaNewGuinea",2020-07-31,192,72,61,2,3,11,3,"Papua New Guinea",NA
"SaintVincentandtheGrenadines",2020-07-31,192,54,25,0,0,44,15,"Saint Vincent and the Grenadines",NA
"Belize",2020-07-31,192,48,24,2,0,30,12,"Belize",NA
"Macao",2020-07-31,192,46,0,0,0,46,1,"Macao",NA
"Fiji",2020-07-31,192,27,9,1,1,18,0,"Fiji",NA
"SaintLucia",2020-07-31,192,25,6,0,0,22,3,"Saint Lucia",NA
"Grenada",2020-07-31,192,24,1,0,0,23,0,"Grenada",NA
"TimorLeste",2020-07-31,192,24,0,0,0,24,0,"Timor-Leste",NA
"Laos",2020-07-31,192,20,1,0,0,19,0,"Lao People's Democratic Republic",NA
"Dominica",2020-07-31,192,18,0,0,0,18,0,"Dominica",NA
"SaintKittsandNevis",2020-07-31,192,17,2,0,0,16,1,"Saint Kitts and Nevis",NA
"HolySee",2020-07-31,192,12,0,0,0,12,0,"Holy See (Vatican City)",NA
"MSZaandam",2020-07-31,192,9,0,2,0,0,0,"MS Zaandam Cruise Ship",NA
"US",2020-08-31,223,6025525,1459119,183383,29555,2184825,746665,"USA",NA
"Brazil",2020-08-31,223,3914829,1244378,121618,28890,3268591,1259737,"Brazil",NA
"India",2020-08-31,223,3691166,1995178,65288,28777,2839882,1745508,"India",NA
"Russia",2020-08-31,223,992402,153941,17128,3189,807339,170122,"Russia",NA
"Peru",2020-08-31,223,647166,239674,73612,17630,455457,171542,"Peru",NA
"SouthAfrica",2020-08-31,223,627041,133858,14149,6144,540923,214752,"South Africa",NA
"Colombia",2020-08-31,223,615094,319586,19662,9557,459460,305073,"Colombia",NA
"Mexico",2020-08-31,223,599560,174923,64414,17726,496222,169107,"Mexico",NA
"Spain",2020-08-31,223,462858,174336,29094,651,150376,0,"Spain",NA
"Argentina",2020-08-31,223,417735,226433,8660,5117,301195,217415,"Argentina",NA
"Chile",2020-08-31,223,411726,56059,11289,1832,383879,55552,"Chile",NA
"Iran",2020-08-31,223,375212,71008,21571,4805,323233,59714,"Iran (Islamic Republic of)",NA
"UnitedKingdom",2020-08-31,223,338083,33290,41589,315,1682,243,"UK",NA
"France",2020-08-31,223,321160,93921,30646,378,86790,5026,"France",NA
"SaudiArabia",2020-08-31,223,315772,39867,3897,1031,290796,55138,"Saudi Arabia",NA
"Bangladesh",2020-08-31,223,312996,75335,4281,1170,204887,69751,"Bangladesh",NA
"Pakistan",2020-08-31,223,295849,17544,6294,343,280682,33505,"Pakistan",NA
"Turkey",2020-08-31,223,270133,39260,6370,679,244926,30391,"Turkey",NA
"Italy",2020-08-31,223,269214,21677,35483,342,207653,8562,"Italy",NA
"Germany",2020-08-31,223,244802,34403,9303,156,216795,24803,"Germany",NA
"Iraq",2020-08-31,223,234934,110325,7042,2301,176602,89168,"Iraq",NA
"Philippines",2020-08-31,223,220819,127465,3558,1535,157562,92384,"Philippines",NA
"Indonesia",2020-08-31,223,174796,66420,7417,2286,125959,60052,"Indonesia",NA
"Canada",2020-08-31,223,130849,12552,9193,168,116020,13114,"Canada",NA
"Kazakhstan",2020-08-31,223,130673,40306,1878,1085,101553,40728,"Kazakhstan",NA
"Ukraine",2020-08-31,223,124132,52728,2605,888,59162,19217,"Ukraine",NA
"Qatar",2020-08-31,223,118778,8083,197,23,115667,8290,"Qatar",NA
"Israel",2020-08-31,223,116906,45172,953,389,94369,47144,"Israel",NA
"Bolivia",2020-08-31,223,116598,39809,5027,2050,60408,36826,"Bolivia",NA
"Ecuador",2020-08-31,223,113767,28412,6556,854,101669,65625,"Ecuador",NA
"Egypt",2020-08-31,223,98939,4861,5421,616,72929,33291,"Egypt",NA
"DominicanRepublic",2020-08-31,223,94715,25066,1710,550,68082,31612,"Dominican Republic",NA
"Panama",2020-08-31,223,92982,27726,2002,581,66173,27007,"Panama",NA
"Romania",2020-08-31,223,87540,36654,3621,1278,37869,10862,"Romania",NA
"Oman",2020-08-31,223,85722,6563,685,264,80810,19389,"Oman",NA
"Belgium",2020-08-31,223,85236,16485,9895,171,18422,876,"Belgium",NA
"Kuwait",2020-08-31,223,85109,18152,531,84,77224,19292,"Kuwait",NA
"China",2020-08-31,223,85058,721,4634,0,80206,1216,"Mainland China",NA
"Sweden",2020-08-31,223,84379,7303,5821,81,0,0,"Sweden",NA
"Guatemala",2020-08-31,223,74074,24285,2760,836,62068,25252,"Guatemala",NA
"Netherlands",2020-08-31,223,73232,18642,6252,102,1010,810,"Netherlands",NA
"Belarus",2020-08-31,223,71843,4035,681,122,70468,8024,"Belarus",NA
"UnitedArabEmirates",2020-08-31,223,70231,9725,384,33,60931,7022,"United Arab Emirates",NA
"Japan",2020-08-31,223,68385,32129,1300,287,56338,32257,"Japan",NA
"Poland",2020-08-31,223,67372,21684,2039,323,46638,12651,"Poland",NA
"Morocco",2020-08-31,223,62590,38268,1141,788,47595,29937,"Morocco",NA
"Honduras",2020-08-31,223,61014,19000,1873,536,10396,4842,"Honduras",NA
"Portugal",2020-08-31,223,58012,6940,1822,87,41961,5478,"Portugal",NA
"Singapore",2020-08-31,223,56812,4607,27,0,55658,9167,"Singapore",NA
"Nigeria",2020-08-31,223,54008,10857,1013,134,41638,22073,"Nigeria",NA
"Ethiopia",2020-08-31,223,52131,34601,809,535,18994,12044,"Ethiopia",NA
"Bahrain",2020-08-31,223,51972,10990,190,43,49047,11207,"Bahrain",NA
"Venezuela",2020-08-31,223,46728,28154,386,222,38112,27691,"Venezuela",NA
"Algeria",2020-08-31,223,44494,14100,1510,300,31244,10707,"Algeria",NA
"Ghana",2020-08-31,223,44298,8797,276,94,42963,10867,"Ghana",NA
"Kyrgyzstan",2020-08-31,223,43898,8093,1058,123,38459,13422,"Kyrgyzstan",NA
"Armenia",2020-08-31,223,43781,5231,879,141,37722,8725,"Armenia",NA
"Switzerland",2020-08-31,223,42177,6945,1848,21,36100,5000,"Switzerland",NA
"Uzbekistan",2020-08-31,223,41893,17884,320,179,39275,24811,"Uzbekistan",NA
"CostaRica",2020-08-31,223,41287,23467,436,286,16056,11652,"Costa Rica",NA
"Nepal",2020-08-31,223,39460,19689,228,172,21410,7011,"Nepal",NA
"Afghanistan",2020-08-31,223,38248,1620,1406,131,29089,3580,"Afghanistan",NA
"Moldova",2020-08-31,223,36920,12187,995,217,25872,8603,"Moldova, Republic of",NA
"Azerbaijan",2020-08-31,223,36435,4557,534,86,33847,7965,"Azerbaijan",NA
"Kenya",2020-08-31,223,34201,13565,577,236,19893,11728,"Kenya",NA
"Serbia",2020-08-31,223,31406,5854,713,140,0,0,"Serbia",NA
"Ireland",2020-08-31,223,28811,2746,1777,14,23364,0,"Ireland",NA
"Austria",2020-08-31,223,27438,6308,733,15,23226,4468,"Austria",NA
"Australia",2020-08-31,223,25819,8539,657,456,18356,11143,"Australia",NA
"ElSalvador",2020-08-31,223,25729,9097,717,269,14292,5930,"El Salvador",NA
"Czechia",2020-08-31,223,24618,8044,424,46,17807,6238,"Czech Republic",NA
"WestBankandGaza",2020-08-31,223,22729,10892,152,70,15056,9979,"West Bank and Gaza",NA
"RepublicofKorea",2020-08-31,223,20182,5846,324,23,15198,1965,"Republic of Korea",NA
"BosniaandHerzegovina",2020-08-31,223,19964,8088,609,270,13095,7136,"Bosnia and Herzegovina",NA
"Cameroon",2020-08-31,223,19142,1887,411,20,17651,2331,"Cameroon",NA
"CotedIvoire",2020-08-31,223,18067,2020,117,15,16699,5271,"Cote d'Ivoire",NA
"Paraguay",2020-08-31,223,17662,12324,326,277,9421,5873,"Paraguay",NA
"Denmark",2020-08-31,223,17410,3382,624,9,15593,2813,"Denmark",NA
"Lebanon",2020-08-31,223,17308,12753,167,106,4811,3050,"Lebanon",NA
"Bulgaria",2020-08-31,223,16266,4576,629,246,11483,5164,"Bulgaria",NA
"Madagascar",2020-08-31,223,14863,3995,192,86,13832,6025,"Madagascar",NA
"NorthMacedonia",2020-08-31,223,14341,3587,603,117,11157,4603,"North Macedonia",NA
"Libya",2020-08-31,223,13966,10345,237,163,1459,841,"Libya",NA
"Senegal",2020-08-31,223,13611,3379,284,79,9439,2663,"Senegal",NA
"Kosovo",2020-08-31,223,13454,5124,525,298,9595,5017,"Kosovo",NA
"Sudan",2020-08-31,223,13189,1610,823,77,6612,493,"Sudan",NA
"Zambia",2020-08-31,223,12097,6134,288,137,11469,7666,"Zambia",NA
"Norway",2020-08-31,223,10782,1542,264,9,9348,596,"Norway",NA
"Greece",2020-08-31,223,10317,5840,266,60,3804,2430,"Greece",NA
"Croatia",2020-08-31,223,10269,5130,186,41,7434,3167,"Croatia",NA
"DemocraticRepublicoftheCongo",2020-08-31,223,10097,1027,258,43,9133,2337,"Democratic Republic of the Congo",NA
"Albania",2020-08-31,223,9513,4237,284,127,5214,2262,"Albania",NA
"Guinea",2020-08-31,223,9409,2101,59,13,8447,1989,"Guinea",NA
"Malaysia",2020-08-31,223,9340,364,127,2,9053,410,"Malaysia",NA
"Tajikistan",2020-08-31,223,8550,1184,68,8,7376,1183,"Tajikistan",NA
"Gabon",2020-08-31,223,8533,1181,53,4,7264,2321,"Gabon",NA
"Haiti",2020-08-31,223,8209,831,201,42,5828,1222,"Haiti",NA
"Finland",2020-08-31,223,8086,654,336,7,7200,250,"Finland",NA
