"date","update","ADM1_TH","new_case","total_case","new_death","total_death","ADM1_EN","ADM1_PCODE","Population","weeknum"
2020-01-31,20,"สุพรรณบุรี",0,0,0,0,"Suphan Buri","TH72",748248,NA
2020-01-31,20,"สุราษฎร์ธานี",0,0,0,0,"Surat Thani","TH84",1051922,NA
2020-01-31,20,"สุรินทร์",0,0,0,0,"Surin","TH32",860410,NA
2020-01-31,20,"สุโขทัย",0,0,0,0,"Sukhothai","TH64",596662,NA
2020-01-31,20,"หนองคาย",0,0,0,0,"Nong Khai","TH43",379636,NA
2020-01-31,20,"หนองบัวลำภู",0,0,0,0,"Nong Bua Lam Phu","TH39",438010,NA
2020-01-31,20,"อำนาจเจริญ",0,0,0,0,"Amnat Charoen","TH37",203893,NA
2020-01-31,20,"อุดรธานี",0,0,0,0,"Udon Thani","TH41",1020066,NA
2020-01-31,20,"อุตรดิตถ์",0,0,0,0,"Uttaradit","TH53",371390,NA
2020-01-31,20,"อุทัยธานี",0,0,0,0,"Uthai Thani","TH61",260998,NA
2020-01-31,20,"อุบลราชธานี",0,0,0,0,"Ubon Ratchathani","TH34",1614923,NA
2020-01-31,20,"อ่างทอง",0,0,0,0,"Ang Thong","TH15",216643,NA
2020-01-31,20,"เชียงราย",0,0,0,0,"Chiang Rai","TH57",1089821,NA
2020-01-31,20,"เชียงใหม่",1,1,0,0,"Chiang Mai","TH50",1809819,NA
2020-01-31,20,"เพชรบุรี",0,0,0,0,"Phetchaburi","TH76",456851,NA
2020-01-31,20,"เพชรบูรณ์",0,0,0,0,"Phetchabun","TH67",821626,NA
2020-01-31,20,"เลย",0,0,0,0,"Loei","TH42",446635,NA
2020-01-31,20,"แพร่",0,0,0,0,"Phrae","TH54",335189,NA
2020-01-31,20,"แม่ฮ่องสอน",0,0,0,0,"Mae Hong Son","TH58",187041,NA
2020-02-06,26,"กระบี่",1,1,0,0,"Krabi","TH81",347995,NA
2020-02-06,26,"กรุงเทพมหานคร",3,16,0,0,"Bangkok","TH10",10709136,NA
2020-02-06,26,"กาญจนบุรี",0,0,0,0,"Kanchanaburi","TH71",778936,NA
2020-02-06,26,"กาฬสินธุ์",0,0,0,0,"Kalasin","TH46",664356,NA
2020-02-06,26,"กำแพงเพชร",0,0,0,0,"Kamphaeng Phet","TH62",842777,NA
2020-02-06,26,"ขอนแก่น",0,0,0,0,"Khon Kaen","TH40",1630099,NA
2020-02-06,26,"จันทบุรี",0,0,0,0,"Chanthaburi","TH22",442591,NA
2020-02-06,26,"ฉะเชิงเทรา",0,0,0,0,"Chachoengsao","TH24",738516,NA
2020-02-06,26,"ชลบุรี",0,0,0,0,"Chon Buri","TH20",2147385,NA
2020-02-06,26,"ชัยนาท",0,0,0,0,"Chai Nat","TH18",234108,NA
2020-02-06,26,"ชัยภูมิ",0,0,0,0,"Chaiyaphum","TH36",764624,NA
2020-02-06,26,"ชุมพร",0,0,0,0,"Chumphon","TH86",441213,NA
2020-02-06,26,"ตรัง",0,0,0,0,"Trang","TH92",540949,NA
2020-02-06,26,"ตราด",0,0,0,0,"Trat","TH23",264085,NA
2020-02-06,26,"ตาก",0,0,0,0,"Tak","TH63",510728,NA
2020-02-06,26,"นครนายก",0,0,0,0,"Nakhon Nayok","TH26",227464,NA
2020-02-06,26,"นครปฐม",0,1,0,0,"Nakhon Pathom","TH73",1028904,NA
2020-02-06,26,"นครพนม",0,0,0,0,"Nakhon Phanom","TH48",449625,NA
2020-02-06,26,"นครราชสีมา",0,0,0,0,"Nakhon Ratchasima","TH30",2368321,NA
2020-02-06,26,"นครศรีธรรมราช",0,0,0,0,"Nakhon Si Thammarat","TH80",1260910,NA
2020-02-06,26,"นครสวรรค์",0,0,0,0,"Nakhon Sawan","TH60",826586,NA
2020-02-06,26,"นนทบุรี",0,2,0,0,"Nonthaburi","TH12",1940476,NA
2020-02-06,26,"นราธิวาส",0,0,0,0,"Narathiwat","TH96",610304,NA
2020-02-06,26,"น่าน",0,0,0,0,"Nan","TH55",402916,NA
2020-02-06,26,"บึงกาฬ",0,0,0,0,"Bueng Kan","TH38",306619,NA
2020-02-06,26,"บุรีรัมย์",0,0,0,0,"Buri Ram","TH31",985709,NA
2020-02-06,26,"ปทุมธานี",0,0,0,0,"Pathum Thani","TH13",2352209,NA
2020-02-06,26,"ประจวบคีรีขันธ์",1,2,0,0,"Prachuap Khiri Khan","TH77",454323,NA
2020-02-06,26,"ปราจีนบุรี",0,0,0,0,"Prachin Buri","TH25",669420,NA
2020-02-06,26,"ปัตตานี",0,0,0,0,"Pattani","TH94",557875,NA
2020-02-06,26,"พระนครศรีอยุธยา",0,0,0,0,"Phra Nakhon Si Ayutthaya","TH14",998279,NA
2020-02-06,26,"พะเยา",0,0,0,0,"Phayao","TH56",313682,NA
2020-02-06,26,"พังงา",0,0,0,0,"Phangnga","TH82",254114,NA
2020-02-06,26,"พัทลุง",0,0,0,0,"Phatthalung","TH93",419456,NA
2020-02-06,26,"พิจิตร",0,0,0,0,"Phichit","TH66",475920,NA
